Tittle,Year Release,MPAA Rating,Duration(minutes),IMDB Score,Metascore,Genre 1,Genre 2,Genre 3,Gross($M)
The Boat That Rocked,2009,R,135,7.4,58,Comedy,Drama,Music,7.99
Sex Tape,2014,R,94,5.1,36,Comedy,Romance,NA,38.54
Coherence,2013,NA,89,7.2,65,Drama,Horror,Mystery,0.07
The Fall,2006,R,117,7.9,64,Adventure,Drama,Fantasy,2.28
Doom,2005,D,105,5.2,34,Action,Horror,Sci-Fi,28.21
Street Kings,2008,R,109,6.8,55,Action,Crime,Drama,26.42
Green Room,2015,R,95,7,79,Horror,Music,Thriller,3.22
The Omen,1976,NA,111,7.5,62,Horror,NA,NA,4.27
Julie & Julia,2009,PG-13,123,7,66,Biography,Drama,Romance,94.13
Only God Forgives,2013,21+,90,5.7,37,Action,Crime,Drama,0.78
Men of Honor,2000,R,129,7.2,56,Biography,Drama,NA,48.82
Two Weeks Notice,2002,PG-13,101,6.1,42,Comedy,Romance,NA,93.35
Homefront,I 2013,R,100,6.5,40,Action,Crime,Thriller,20.16
Beverly Hills Cop II,1987,NA,100,6.5,48,Action,Comedy,Crime,153.67
Hostage,2005,R,113,6.6,44,Action,Crime,Drama,34.64
Hotel Transylvania 2,2015,PG,89,6.7,44,Animation,Comedy,Family,169.7
My Cousin Vinny,1992,R,120,7.6,68,Comedy,Crime,NA,52.93
Coyote Ugly,2000,PG-13,100,5.7,27,Comedy,Drama,Music,60.79
A Scanner Darkly,2006,R,100,7.1,73,Animation,Crime,Drama,5.5
Mr. Smith Goes to Washington,1939,NA,129,8.1,73,Comedy,Drama,NA,9.6
Final Destination 5,2011,R,92,5.8,50,Horror,Thriller,NA,42.59
Pompeii,I 2014,PG-13,105,5.5,39,Action,Adventure,Drama,23.22
Out of the Furnace,2013,R,116,6.8,63,Action,Crime,Drama,11.33
Ready or Not,I 2019,17+,95,6.8,64,Comedy,Horror,Mystery,26.74
Little Fockers,2010,PG-13,98,5.5,27,Comedy,Romance,NA,148.38
Gwoemul,2006,R,120,7.1,85,Action,Drama,Horror,2.2
The Skeleton Key,2005,17+,104,6.5,47,Drama,Horror,Mystery,47.81
Across the Universe,2007,PG-13,133,7.3,56,Drama,Fantasy,History,24.34
Just Friends,I 2005,PG-13,96,6.2,47,Comedy,Romance,NA,32.62
Thunderball,1965,PG,130,7,64,Action,Adventure,Thriller,63.6
The Jackal,1997,R,124,6.4,36,Action,Crime,Drama,54.93
Burnt,I 2015,R,101,6.6,42,Comedy,Drama,NA,13.65
Gothika,2003,R,98,5.8,38,Horror,Mystery,Thriller,59.69
Night at the Museum: Secret of the Tomb,2014,PG,98,6.2,47,Adventure,Comedy,Family,113.75
Mortal Engines,2018,13+,128,6.1,44,Action,Adventure,Fantasy,15.95
Triple Frontier,2019,R,125,6.4,61,Action,Adventure,Crime,NA
A Single Man,2009,R,99,7.6,77,Drama,Romance,NA,9.17
Push,2009,PG-13,111,6.1,36,Action,Sci-Fi,Thriller,31.81
Gods of Egypt,2016,13+,127,5.4,25,Action,Adventure,Fantasy,31.15
Skyscraper,2018,13+,102,5.8,51,Action,Adventure,Thriller,68.42
Precious,II 2009,R,110,7.3,78,Drama,NA,NA,47.4
Little Children,2006,R,137,7.5,75,Drama,Romance,NA,5.46
End of Days,1999,R,122,5.8,33,Action,Fantasy,Horror,66.89
Swiss Army Man,2016,R,97,7,64,Comedy,Drama,Fantasy,4.21
Pacific Rim: Uprising,2018,13+,111,5.6,44,Action,Adventure,Sci-Fi,59.87
Bridget Jones: The Edge of Reason,2004,D,108,6,44,Comedy,Drama,Romance,40.23
The Amityville Horror,2005,R,90,6,33,Horror,NA,NA,65.23
Exam,2009,NA,101,6.8,NA,Mystery,Thriller,NA,NA
Dag II,2016,NA,135,8.8,NA,Action,Drama,War,NA
Sixteen Candles,1984,NA,93,7.1,61,Comedy,Romance,NA,23.69
The Naked Gun 2? The Smell of Fear,1991,NA,85,6.9,65,Comedy,Crime,NA,86.93
Home Alone 3,1997,PG,102,4.5,NA,Action,Comedy,Crime,30.88
Caddyshack,1980,NA,98,7.3,48,Comedy,Sport,NA,39.85
Patch Adams,1998,PG-13,115,6.8,25,Biography,Comedy,Drama,135.03
Lagaan: Once Upon a Time in India,2001,PG,224,8.1,84,Adventure,Drama,Musical,0.07
Hable con ella,2002,R,112,7.9,86,Drama,Mystery,Romance,9.28
Les quatre cents coups,1959,NA,99,8.1,NA,Crime,Drama,NA,NA
Bend It Like Beckham,2002,PG-13,112,6.6,66,Comedy,Drama,Romance,32.54
The Queen,2006,PG-13,103,7.3,91,Biography,Drama,History,56.44
Safe Haven,I 2013,PG-13,115,6.7,34,Drama,Romance,Thriller,71.35
The Other Boleyn Girl,2008,PG-13,115,6.7,50,Biography,Drama,History,26.81
The Sum of All Fears,2002,PG-13,124,6.4,45,Action,Drama,Thriller,118.91
The Man Who Wasn't There,2001,R,116,7.5,73,Crime,Drama,NA,7.49
Atlantis: The Lost Empire,2001,PG,95,6.9,52,Animation,Action,Adventure,84.05
Hellraiser,1987,NA,94,7,57,Horror,Thriller,NA,14.56
The Manchurian Candidate,2004,R,129,6.6,76,Drama,Mystery,Sci-Fi,65.96
Hannibal Rising,2007,R,121,6.2,35,Adventure,Crime,Drama,27.67
The Two Popes,2019,PG-13,125,7.6,75,Biography,Comedy,Drama,NA
Creed II,2018,13+,130,7.1,66,Drama,Sport,NA,115.72
August Rush,2007,PG,114,7.5,38,Drama,Music,NA,31.66
Serendipity,2001,PG-13,90,6.9,52,Comedy,Romance,NA,50.29
Eraser,1996,R,115,6.1,56,Action,Drama,Thriller,101.3
Get the Gringo,2012,R,96,7,60,Action,Crime,Drama,NA
National Lampoon's Van Wilder,2002,R,92,6.4,26,Comedy,Romance,NA,21.01
Paycheck,2003,PG-13,119,6.3,43,Action,Mystery,Sci-Fi,53.79
The Edge of Seventeen,2016,R,104,7.3,77,Comedy,Drama,NA,14.43
The Three Musketeers,2011,PG-13,110,5.7,35,Action,Adventure,Fantasy,20.38
Le scaphandre et le papillon,2007,PG-13,112,8,92,Biography,Drama,NA,5.99
Okja,2017,NA,120,7.3,75,Action,Adventure,Drama,NA
Hocus Pocus,1993,PG,96,6.9,NA,Comedy,Family,Fantasy,39.51
Death Becomes Her,1992,PG-13,104,6.6,56,Comedy,Fantasy,Horror,58.42
Frost/Nixon,2008,R,122,7.7,80,Biography,Drama,History,18.59
Safe,I 2012,R,94,6.5,55,Action,Crime,Thriller,17.14
What Happened to Monday,2017,NA,123,6.9,47,Action,Adventure,Crime,NA
The Iron Lady,2011,PG-13,105,6.4,54,Biography,Drama,NA,30.02
The Mexican,2001,R,123,6.1,43,Adventure,Comedy,Crime,66.81
Paul Blart: Mall Cop,2009,PG,91,5.2,39,Action,Comedy,Crime,20.82
Ride Along,2014,PG-13,99,6.2,41,Action,Comedy,Crime,134.94
Stoker,2013,R,99,6.8,58,Drama,Mystery,Thriller,1.7
The Family Man,2000,PG-13,125,6.8,42,Comedy,Drama,Fantasy,75.79
The Wolfman,2010,R,103,5.8,43,Drama,Fantasy,Horror,61.98
Patriot Games,1992,R,117,6.9,64,Action,Thriller,NA,83.29
The Commuter,I 2018,17+,104,6.3,56,Action,Crime,Drama,36.34
Die Welle,2008,NA,107,7.6,NA,Drama,Thriller,NA,NA
You Were Never Really Here,2017,R,89,6.8,84,Crime,Drama,Mystery,2.52
Triangle,2009,R,99,6.9,NA,Fantasy,Mystery,Thriller,NA
Hush,I 2016,R,82,6.6,67,Horror,Thriller,NA,NA
Mirrors,I 2008,R,110,6.2,35,Horror,Mystery,NA,30.69
Bãhubali: The Beginning,2015,NA,159,8,NA,Action,Drama,NA,6.74
Sweet Home Alabama,2002,PG-13,108,6.2,45,Comedy,Romance,NA,127.22
What Dreams May Come,1998,PG-13,113,7.1,44,Drama,Fantasy,Romance,55.49
All the President's Men,1976,NA,138,8,84,Biography,Drama,History,70.6
Eraserhead,1977,NA,89,7.4,87,Fantasy,Horror,NA,7
Treasure Planet,2002,PG,95,7.2,60,Animation,Adventure,Family,38.18
Epic Movie,2007,PG-13,86,2.4,17,Adventure,Comedy,Fantasy,39.74
Persona,1966,NA,85,8.1,86,Drama,Thriller,NA,NA
Bonnie and Clyde,1967,R,111,7.8,86,Action,Biography,Crime,NA
How to Train Your Dragon: The Hidden World,2019,SU,104,7.5,71,Animation,Action,Adventure,160.8
Dancer in the Dark,2000,R,140,8,61,Crime,Drama,Musical,4.18
Sense and Sensibility,1995,PG,136,7.6,84,Drama,Romance,NA,43.18
Run All Night,2015,R,114,6.6,59,Action,Crime,Thriller,26.46
Mortal Kombat,1995,PG-13,101,5.8,58,Action,Adventure,Fantasy,70.45
Der Name der Rose,1986,NA,130,7.7,54,Crime,Drama,Mystery,7.15
The Basketball Diaries,1995,R,102,7.3,46,Biography,Crime,Drama,2.42
Meet the Spartans,2008,PG-13,87,2.8,9,Comedy,NA,NA,38.23
Tenacious D in The Pick of Destiny,2006,R,93,6.8,55,Adventure,Comedy,Music,8.32
Saw VI,2009,21+,90,6,30,Horror,Mystery,NA,27.69
Power Rangers,2017,13+,124,5.9,44,Action,Adventure,Sci-Fi,85.36
Couples Retreat,2009,PG-13,113,5.5,23,Comedy,NA,NA,109.21
The Forbidden Kingdom,2008,PG-13,104,6.6,57,Action,Adventure,Fantasy,52.08
Filth,I 2013,R,97,7.1,56,Comedy,Crime,Drama,0.03
Maverick,1994,PG,127,7,62,Action,Adventure,Comedy,101.63
Crimson Tide,1995,R,116,7.3,66,Action,Drama,Thriller,91.4
Repo Men,2010,R,111,6.3,32,Action,Sci-Fi,Thriller,13.79
The Good Dinosaur,2015,PG,93,6.7,66,Animation,Adventure,Comedy,123.09
The Lucky One,2012,PG-13,101,6.5,39,Drama,Mystery,Romance,60.46
The Rundown,2003,PG-13,104,6.7,59,Action,Adventure,Comedy,47.73
Frequency,2000,PG-13,118,7.3,67,Crime,Drama,Mystery,45.01
The X Files,1998,PG-13,121,7,60,Drama,Mystery,Sci-Fi,83.9
101 Dalmatians,1996,NA,103,5.7,49,Adventure,Comedy,Crime,136.19
Brick,2005,R,110,7.3,72,Action,Crime,Drama,2.06
Rescue Dawn,2006,PG-13,120,7.3,77,Action,Biography,Drama,5.49
Marie Antoinette,2006,PG-13,123,6.4,65,Biography,Drama,History,15.96
A Christmas Carol,2009,PG,96,6.8,55,Animation,Drama,Family,137.86
Monster House,2006,PG,91,6.6,68,Animation,Comedy,Family,73.66
Where the Wild Things Are,2009,PG,101,6.7,71,Adventure,Drama,Family,77.23
Dinner for Schmucks,2010,PG-13,114,5.9,56,Comedy,NA,NA,73.03
Willow,1988,NA,126,7.3,47,Action,Adventure,Drama,57.27
Faster,2010,R,98,6.4,44,Action,Crime,Drama,23.24
Midnight Cowboy,1969,NA,113,7.8,79,Drama,NA,NA,44.79
Why Him?,2016,R,111,6.2,39,Comedy,NA,NA,60.32
The Foreigner,I 2017,17+,113,7,55,Action,Thriller,NA,34.39
Bride Wars,2009,PG,89,5.5,24,Comedy,Romance,NA,58.72
Murder Mystery,2019,PG-13,97,6,38,Action,Comedy,Crime,NA
The Gold Rush,1925,NA,95,8.2,NA,Adventure,Comedy,Drama,5.45
Shanghai Knights,2003,PG-13,114,6.2,58,Action,Adventure,Comedy,60.48
Attack the Block,2011,R,88,6.6,75,Action,Adventure,Comedy,1.02
Fright Night,2011,R,106,6.3,64,Comedy,Horror,NA,18.3
Mean Streets,1973,R,112,7.2,96,Crime,Drama,Thriller,3.13
Epic,2013,PG,102,6.7,52,Animation,Adventure,Family,107.52
Easy Rider,1969,NA,95,7.3,85,Adventure,Drama,NA,41.73
Friday,1995,R,91,7.3,54,Comedy,Drama,NA,27.47
Silence,I 2016,R,161,7.2,79,Drama,History,NA,7.1
Movie 43,2013,R,94,4.3,18,Comedy,NA,NA,8.83
The 5th Wave,2016,13+,112,5.2,33,Action,Adventure,Sci-Fi,34.92
Alpha Dog,2006,R,122,6.9,53,Biography,Crime,Drama,15.23
Sphere,1998,PG-13,134,6.1,35,Action,Mystery,Sci-Fi,37.02
Legion,2010,R,100,5.2,32,Action,Fantasy,Horror,40.17
Just Like Heaven,2005,PG-13,95,6.7,47,Comedy,Drama,Fantasy,48.32
Scooby-Doo,2002,PG,89,5.1,35,Adventure,Comedy,Family,153.29
The Rum Diary,2011,R,119,6.2,56,Comedy,Drama,NA,13.1
The Ladykillers,2004,R,104,6.2,56,Comedy,Crime,Thriller,39.8
Hot Shots!,1991,NA,84,6.8,61,Action,Comedy,NA,69.47
Driving Miss Daisy,1989,NA,99,7.3,81,Drama,NA,NA,106.59
A Streetcar Named Desire,1951,PG,122,8,97,Drama,NA,NA,8
Vacation,I 2015,R,99,6.1,34,Adventure,Comedy,NA,58.88
Unleashed,2005,R,103,7,58,Action,Adventure,Crime,24.52
Paranormal Activity 2,2010,R,91,5.6,53,Horror,Mystery,NA,84.75
Behind Enemy Lines,2001,PG-13,106,6.4,49,Action,Drama,Thriller,59.07
A Dangerous Method,2011,R,99,6.4,76,Biography,Drama,Romance,5.7
Gifted,2017,PG-13,101,7.6,60,Drama,NA,NA,24.8
Jacob's Ladder,I 1990,NA,113,7.5,62,Drama,Horror,Mystery,26.12
Deliverance,1972,NA,109,7.7,80,Adventure,Drama,Thriller,7.06
The Full Monty,1997,R,91,7.2,75,Comedy,Drama,NA,45.95
The Good Shepherd,2006,R,167,6.7,61,Drama,History,Thriller,59.95
Poseidon,2006,PG-13,98,5.7,50,Action,Adventure,Thriller,60.67
Downsizing,2017,13+,135,5.7,63,Drama,Sci-Fi,NA,24.45
United 93,2006,R,111,7.5,90,Action,Drama,History,31.57
The Lorax,2012,PG,86,6.4,46,Animation,Adventure,Comedy,214.03
Touch of Evil,1958,PG-13,95,8,99,Crime,Drama,Film-Noir,2.24
Wall Street: Money Never Sleeps,2010,PG-13,133,6.2,59,Drama,NA,NA,52.47
Little Nicky,2000,PG-13,90,5.3,38,Comedy,Fantasy,NA,39.46
Broken Flowers,2005,R,106,7.2,79,Comedy,Drama,Mystery,13.74
My Name Is Khan,2010,PG-13,165,8,50,Drama,NA,NA,4.02
Born on the Fourth of July,1989,NA,145,7.2,75,Biography,Drama,War,70
The Spy Who Loved Me,1977,NA,125,7.1,55,Action,Adventure,Thriller,46.8
You Only Live Twice,1967,PG,117,6.9,61,Action,Adventure,Thriller,43.08
Primer,2004,PG-13,77,6.9,68,Drama,Sci-Fi,Thriller,0.42
Frankenweenie,2012,PG,87,6.9,74,Animation,Comedy,Family,35.29
The Autopsy of Jane Doe,2016,21+,86,6.8,65,Horror,Mystery,Thriller,NA
Four Rooms,1995,R,98,6.8,NA,Comedy,NA,NA,4.3
Tropa de Elite,2007,R,115,8.1,33,Action,Crime,Drama,0.01
Superman II,1980,PG,127,6.8,83,Action,Adventure,Sci-Fi,108.19
Friday the 13th,2009,R,97,5.5,34,Horror,Mystery,Thriller,65
Dan in Real Life,I 2007,PG-13,98,6.7,65,Comedy,Drama,Romance,47.64
Extremely Loud & Incredibly Close,2011,PG-13,129,6.9,46,Adventure,Drama,Mystery,31.85
That Awkward Moment,2014,R,94,6.1,36,Comedy,Romance,NA,26.05
The Conversation,1974,NA,113,7.8,85,Drama,Mystery,Thriller,4.42
Tootsie,1982,NA,116,7.4,88,Comedy,Drama,Romance,177.2
The Huntsman: Winter's War,2016,13+,114,6.1,35,Action,Adventure,Drama,48.39
Not Another Teen Movie,2001,R,89,5.7,32,Comedy,NA,NA,38.25
Bean,1997,PG-13,89,6.5,52,Adventure,Comedy,Family,45.32
Yip Man 2,2010,R,108,7.5,67,Action,Biography,Drama,0.21
The Interpreter,2005,PG-13,128,6.4,62,Crime,Mystery,Thriller,72.71
Fences,2016,PG-13,139,7.2,79,Drama,NA,NA,57.64
Paddington,2014,PG,95,7.2,77,Adventure,Comedy,Family,76.27
"Love, Simon",2018,PG-13,110,7.6,72,Comedy,Drama,Romance,40.83
Music and Lyrics,2007,PG-13,104,6.5,59,Comedy,Music,Romance,50.57
Running Scared,2006,R,122,7.4,41,Action,Crime,Drama,6.86
The Switch,I 2010,PG-13,101,6.1,52,Comedy,Drama,Romance,27.76
High Noon,1952,PG,85,7.9,89,Drama,Thriller,Western,9.45
Naked Gun 33 1/3: The Final Insult,1994,PG-13,83,6.5,63,Comedy,Crime,NA,51.13
Hodejegerne,2011,R,96,7.5,72,Action,Crime,Thriller,1.2
The Final Destination,2009,R,82,5.2,30,Action,Fantasy,Horror,66.48
Your Highness,2011,R,102,5.5,31,Adventure,Comedy,Fantasy,21.6
Live and Let Die,1973,NA,121,6.8,55,Action,Adventure,Thriller,35.38
Bedazzled,2000,PG-13,93,6,49,Comedy,Fantasy,NA,37.88
Diarios de motocicleta,2004,R,126,7.8,75,Adventure,Biography,Drama,16.76
Anaconda,1997,PG-13,89,4.8,37,Action,Adventure,Horror,65.89
Before the Devil Knows You're Dead,2007,R,117,7.3,85,Crime,Drama,Thriller,7.08
West Side Story,1961,NA,153,7.5,86,Crime,Drama,Musical,43.66
The Counselor,2013,R,117,5.3,48,Crime,Drama,Thriller,16.97
Brother Bear,2003,NA,85,6.8,48,Animation,Adventure,Comedy,85.34
National Lampoon's Vacation,1983,NA,98,7.4,55,Adventure,Comedy,NA,61.4
Super Troopers,2001,R,100,7.1,48,Comedy,Crime,Mystery,18.49
Enter the Dragon,1973,R,102,7.7,83,Action,Crime,Drama,25
Never Back Down,2008,PG-13,113,6.6,39,Action,Drama,Sport,24.85
St. Vincent,2014,PG-13,102,7.2,64,Comedy,Drama,NA,44.13
Diamonds Are Forever,1971,NA,120,6.6,59,Action,Adventure,Thriller,43.82
Tango & Cash,1989,NA,104,6.4,41,Action,Comedy,Crime,63.41
Ruby Sparks,2012,R,104,7.2,67,Comedy,Drama,Fantasy,2.54
U.S. Marshals,1998,PG-13,131,6.6,47,Action,Crime,Thriller,57.17
Glengarry Glen Ross,1992,R,100,7.7,82,Crime,Drama,Mystery,10.73
Conan the Barbarian,2011,R,113,5.2,36,Action,Adventure,Fantasy,21.3
Smultronstället,1957,17+,91,8.2,88,Drama,Romance,NA,NA
The Man with the Golden Gun,1974,NA,125,6.8,43,Action,Adventure,Thriller,20.97
The Cell,2000,R,107,6.3,40,Horror,Sci-Fi,Thriller,61.33
The Santa Clause,1994,PG,97,6.5,57,Comedy,Drama,Family,144.83
Octopussy,1983,NA,131,6.6,63,Action,Adventure,Thriller,67.9
Paper Towns,2015,PG-13,109,6.3,56,Comedy,Drama,Mystery,32
Lady in the Water,2006,PG-13,110,5.5,36,Drama,Fantasy,Mystery,42.29
The Last Witch Hunter,2015,PG-13,106,6,34,Action,Adventure,Fantasy,27.37
The Cloverfield Paradox,2018,PG-13,102,5.5,37,Action,Adventure,Horror,NA
Volver,I 2006,R,121,7.6,84,Comedy,Drama,NA,12.9
Lockout,2012,PG-13,95,6.1,48,Action,Sci-Fi,Thriller,14.33
Drive Angry,2011,R,104,5.4,44,Action,Fantasy,Thriller,10.71
ParaNorman,2012,PG,92,7,72,Animation,Adventure,Comedy,56
Licence to Kill,1989,PG-13,133,6.6,58,Action,Adventure,Thriller,34.67
Vacancy,2007,R,85,6.2,54,Horror,Thriller,NA,19.36
Colombiana,2011,R,108,6.4,45,Action,Drama,Thriller,36.67
Inherent Vice,2014,R,148,6.7,81,Comedy,Crime,Drama,8.11
"Good Night, and Good Luck.",2005,PG,93,7.4,80,Biography,Drama,History,31.5
Pet Sematary,1989,NA,103,6.6,38,Fantasy,Horror,Thriller,57.47
Fast Times at Ridgemont High,1982,NA,90,7.2,61,Comedy,Drama,NA,27.09
Philomena,2013,PG-13,98,7.6,77,Biography,Comedy,Drama,37.71
Money Monster,2016,17+,98,6.5,55,Crime,Drama,Thriller,41.01
Leap Year,2010,PG,100,6.5,33,Comedy,Romance,NA,25.92
Ghost Ship,2002,R,91,5.5,28,Horror,NA,NA,30.11
Jobs,2013,PG-13,128,5.9,44,Biography,Drama,NA,16.12
The Last Emperor,1987,NA,163,7.7,76,Biography,Drama,History,43.98
Cheaper by the Dozen,2003,PG,98,5.9,46,Comedy,Family,NA,138.61
Splice,2009,R,104,5.7,66,Drama,Horror,Sci-Fi,17
Patton,1970,NA,172,7.9,91,Biography,Drama,War,61.7
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,R,95,6.8,68,Comedy,NA,NA,NA
eXistenZ,1999,R,97,6.8,68,Horror,Sci-Fi,Thriller,2.84
Ali,2001,R,157,6.8,65,Biography,Drama,Sport,58.2
The Five-Year Engagement,2012,R,124,6.2,62,Comedy,Romance,NA,28.84
The Warriors,1979,R,92,7.6,65,Action,Crime,Thriller,22.49
Conspiracy Theory,1997,R,135,6.7,49,Action,Mystery,Thriller,75.98
Geostorm,2017,13+,109,5.3,21,Action,Sci-Fi,Thriller,33.7
30 Minutes or Less,2011,R,83,6.1,49,Action,Comedy,Crime,37.05
A League of Their Own,1992,PG,128,7.3,67,Comedy,Drama,Sport,107.53
The Florida Project,2017,13+,111,7.6,92,Drama,NA,NA,5.9
Babylon A.D.,2008,PG-13,90,5.6,26,Action,Adventure,Sci-Fi,22.53
It Happened One Night,1934,NA,105,8.1,87,Comedy,Romance,NA,4.36
The Core,2003,PG-13,135,5.5,48,Action,Adventure,Sci-Fi,31.19
The Devil's Rejects,2005,R,107,6.8,53,Horror,NA,NA,17.04
Un prophète,2009,R,155,7.9,90,Crime,Drama,NA,2.08
Insidious: Chapter 3,2015,PG-13,97,6.1,52,Horror,Mystery,Thriller,52.22
The Aristo Cats,1970,NA,78,7.1,66,Animation,Adventure,Comedy,37.68
Cellular,2004,PG-13,94,6.5,60,Action,Crime,Thriller,32
Reign Over Me,2007,R,124,7.4,61,Drama,NA,NA,19.66
The Cider House Rules,1999,PG-13,126,7.4,75,Drama,Romance,NA,57.55
Elizabeth,1998,R,124,7.4,75,Biography,Drama,History,30.08
Zathura: A Space Adventure,2005,PG,101,6.2,67,Action,Adventure,Comedy,29.26
The Legend of Zorro,2005,PG,129,6,47,Action,Adventure,Romance,46.46
